,사업자등록번호,데이터수집일자,조사년도,재무보고서구분코드,재무보고서명칭,매출액_재무제표계정과목금액,매출액_비율,매출액_증감율,영업이익_재무제표계정과목금액,영업이익_비율,영업이익_증감율,당기순이익_재무제표계정과목금액,당기순이익_비율,당기순이익_증감율
35063,1138604116,20210914.0,2016.0,2.0,손익계산서,4167000.0,100.0,58.18,126000.0,3.02,-65.65,193000.0,4.63,-50.34
35064,1138604116,20210914.0,2017.0,2.0,손익계산서,6618176.0,100.0,58.82,308330.0,4.66,144.71,251054.0,3.79,30.08
35065,1138604116,20210914.0,2018.0,2.0,손익계산서,6334578.0,100.0,-4.29,645852.0,10.2,109.47,383871.0,6.06,52.9
35066,1138604116,20210914.0,2019.0,2.0,손익계산서,8576534.0,100.0,35.38,866463.0,10.1,34.13,800672.0,9.34,108.51
35067,1138604116,20210914.0,2020.0,2.0,손익계산서,9383259.0,100.0,9.41,865667.0,9.23,-0.09,901245.0,9.6,12.56
35078,1198604117,20220308.0,2018.0,2.0,손익계산서,386521.0,100.0,-48.55,23809.0,6.16,-47.33,26235.0,6.79,-36.8
35081,1198604117,20220308.0,2017.0,2.0,손익계산서,751194.0,100.0,22.98,45206.0,6.02,53.49,41512.0,5.53,57.67
35084,1238604118,20220309.0,2017.0,2.0,손익계산서,634232.0,100.0,39.13,14691.0,2.32,31.7,12575.0,1.98,61.11
35087,1368804119,20220306.0,2020.0,2.0,손익계산서,654043.0,100.0,50.09,46605.0,7.13,163.93,45257.0,6.92,139.16
35090,1368804119,20220306.0,2019.0,2.0,손익계산서,435765.0,100.0,27.37,17658.0,4.05,-75.65,18923.0,4.34,-76.75
35093,1368804119,20220306.0,2018.0,2.0,손익계산서,342112.0,100.0,9999.99,72522.0,21.2,-4824.56,81398.0,23.79,-5406.26
35096,1368804119,20220306.0,2017.0,2.0,손익계산서,-inf,-inf,-inf,-1535.0,9999.99,9999.99,-1534.0,9999.99,9999.99
35099,1018104121,20220214.0,2020.0,2.0,손익계산서,823609.0,100.0,21.88,229168.0,27.82,122.42,230270.0,27.96,104.27
35102,1018104121,20220214.0,2019.0,2.0,손익계산서,675730.0,100.0,-0.76,103034.0,15.25,654.27,112729.0,16.68,1646.38
35105,1018104121,20220214.0,2018.0,2.0,손익계산서,680923.0,100.0,9999.99,-18589.0,-2.73,9999.99,6455.0,0.95,9999.99
35108,1138104122,20210915.0,2016.0,2.0,손익계산서,60803796.0,100.0,206.68,1118931.0,1.84,-333.55,1131916.0,1.86,-888.99
35111,1138104122,20210915.0,2017.0,2.0,손익계산서,56398147.0,100.0,-7.25,-6863471.0,-12.17,-713.4,-7508467.0,-13.31,-763.34
35114,1138104122,20210915.0,2018.0,2.0,손익계산서,55246807.0,100.0,-2.04,702745.0,1.27,-110.24,-2148974.0,-3.89,-71.38
35117,1138104122,20210915.0,2019.0,2.0,손익계산서,54827125.0,100.0,-0.76,1088642.0,1.99,54.91,-3985488.0,-7.27,85.46
35120,1138104122,20210915.0,2020.0,2.0,손익계산서,60246213.0,100.0,9.88,1646104.0,2.73,51.21,1964050.0,3.26,149.28
35123,1148704123,20220308.0,2019.0,2.0,손익계산서,6465000.0,100.0,10.65,254000.0,3.93,647.06,285000.0,4.41,578.57
35126,1148704123,20220308.0,2018.0,2.0,손익계산서,5843000.0,100.0,32.95,34000.0,0.58,183.33,42000.0,0.72,82.61
35129,1148704123,20220308.0,2017.0,2.0,손익계산서,4395000.0,100.0,-17.54,12000.0,0.27,-20.0,23000.0,0.52,-80.67
35135,2098104125,20210914.0,2018.0,2.0,손익계산서,910855.0,100.0,45.54,-913583.0,-100.3,50.03,-927303.0,-101.81,58.41
35142,5398604126,20220214.0,2018.0,2.0,손익계산서,9000.0,100.0,9999.99,-64000.0,-711.11,9999.99,11000.0,122.22,9999.99
35145,5948804127,20220307.0,2019.0,2.0,손익계산서,499364.0,100.0,-21.19,160782.0,32.2,-16.77,207414.0,41.54,14.01
35148,5948804127,20220307.0,2018.0,2.0,손익계산서,633648.0,100.0,9999.99,193182.0,30.49,9999.99,181921.0,28.71,9999.99
35151,2258104128,20220322.0,2020.0,2.0,손익계산서,3154297.0,100.0,-35.41,102587.0,3.25,-34.6,87561.0,2.78,-35.51
35154,2258104128,20220322.0,2019.0,2.0,손익계산서,4883838.0,100.0,-28.29,156857.0,3.21,-20.33,135773.0,2.78,-25.34
35157,2258104128,20220322.0,2018.0,2.0,손익계산서,6810154.0,100.0,881.18,196873.0,2.89,593.12,181851.0,2.67,544.31
35160,2258104128,20220322.0,2017.0,2.0,손익계산서,694075.0,100.0,-58.81,28404.0,4.09,-58.57,28224.0,4.07,-55.37
35163,4028104129,20220315.0,2020.0,2.0,손익계산서,7664523.0,100.0,98.58,167228.0,2.18,126.41,157236.0,2.05,56.43
35166,4028104129,20220315.0,2019.0,2.0,손익계산서,3859605.0,100.0,71.27,73860.0,1.91,235.97,100516.0,2.6,122.07
35169,4028104129,20220315.0,2018.0,2.0,손익계산서,2253579.0,100.0,131.99,21984.0,0.98,153.83,45263.0,2.01,252.7
35172,4028104129,20220315.0,2017.0,2.0,손익계산서,971402.0,100.0,9999.99,-40842.0,-4.2,9999.99,-29642.0,-3.05,9999.99
35175,5158104130,20220308.0,2020.0,2.0,손익계산서,843125.0,100.0,17.81,-579621.0,-68.75,0.08,-12562.0,-1.49,71.39
35178,5158104130,20220308.0,2019.0,2.0,손익계산서,715690.0,100.0,14.38,-580102.0,-81.05,-83.7,-43901.0,-6.13,70.78
35181,5158104130,20220308.0,2018.0,2.0,손익계산서,625694.0,100.0,16.94,-315793.0,-50.47,93.18,-150223.0,-24.01,-603.95
35184,5158104130,20220308.0,2017.0,2.0,손익계산서,535071.0,100.0,30.86,-163467.0,-30.55,215.93,29809.0,5.57,-34.54
35187,6178104131,20220306.0,2020.0,2.0,손익계산서,16491247.0,100.0,-25.64,378988.0,2.3,14.88,304166.0,1.84,-1.02
35190,6178104131,20220306.0,2019.0,2.0,손익계산서,22178548.0,100.0,-28.78,329913.0,1.49,-47.65,307307.0,1.39,-43.77
35193,6178104131,20220306.0,2018.0,2.0,손익계산서,31142479.0,100.0,-24.78,630241.0,2.02,-13.8,546531.0,1.75,-20.55
35196,6178104131,20220306.0,2017.0,2.0,손익계산서,41402349.0,100.0,78.48,731163.0,1.77,140.68,687879.0,1.66,389.8
35199,1018104132,20220302.0,2020.0,2.0,손익계산서,10497751.0,100.0,-4.63,40629.0,0.39,201.58,79074.0,0.75,114.93
35202,1018104132,20220302.0,2019.0,2.0,손익계산서,11007524.0,100.0,-33.53,13472.0,0.12,426.04,36791.0,0.33,-20.88
35205,1018104132,20220302.0,2018.0,2.0,손익계산서,16559675.0,100.0,75.45,-4132.0,-0.02,-100.94,46501.0,0.28,-90.1
35208,1018104132,20220302.0,2017.0,2.0,손익계산서,9438347.0,100.0,-0.64,438620.0,4.65,138.88,469891.0,4.98,144.72
35211,1068104133,20220306.0,2019.0,2.0,손익계산서,9678645.0,100.0,-7.77,93971.0,0.97,-35.33,73571.0,0.76,-42.47
35214,1068104133,20220306.0,2018.0,2.0,손익계산서,10494328.0,100.0,9999.99,145310.0,1.38,9999.99,127884.0,1.22,9999.99
35217,1068104133,20220306.0,2017.0,2.0,손익계산서,9885946.0,100.0,9999.99,126849.0,1.28,9999.99,121003.0,1.22,9999.99
35221,1108104134,20210914.0,2017.0,2.0,손익계산서,2202821.0,100.0,9.18,79081.0,3.59,50.17,54662.0,2.48,53.41
35222,1108104134,20210914.0,2018.0,2.0,손익계산서,1749742.0,100.0,-20.57,80799.0,4.62,2.17,74281.0,4.25,35.89
35229,1338604135,20220308.0,2020.0,2.0,손익계산서,2190381.0,100.0,57.73,152449.0,6.96,21.2,151058.0,6.9,25.26
35232,1338604135,20220308.0,2019.0,2.0,손익계산서,1388696.0,100.0,-5.03,125785.0,9.06,-8.85,120593.0,8.68,2.17
35235,1338604135,20220308.0,2018.0,2.0,손익계산서,1462261.0,100.0,9999.99,137992.0,9.44,9999.99,118034.0,8.07,9999.99
35242,1388104136,20220306.0,2020.0,2.0,손익계산서,77463301.0,100.0,-11.33,504438.0,0.65,141.57,223479.0,0.29,148.03
35245,1388104136,20220306.0,2019.0,2.0,손익계산서,87356787.0,100.0,13.41,208819.0,0.24,-43.71,-465252.0,-0.53,-458.92
35248,1388104136,20220306.0,2018.0,2.0,손익계산서,77024715.0,100.0,20.24,370991.0,0.48,-17.35,129624.0,0.17,-16.01
35251,1388104136,20220306.0,2017.0,2.0,손익계산서,64061667.0,100.0,22.9,448858.0,0.7,-43.1,154324.0,0.24,-49.13
35254,2158604137,20210914.0,2016.0,2.0,손익계산서,16515223.0,100.0,-5.1,339864.0,2.06,-72.24,175643.0,1.06,-84.57
35255,2158604137,20210914.0,2017.0,2.0,손익계산서,16026395.0,100.0,-2.96,179386.0,1.12,-47.22,-11047.0,-0.07,-106.29
35256,2158604137,20210914.0,2018.0,2.0,손익계산서,16928993.0,100.0,5.63,354606.0,2.09,97.68,105401.0,0.62,-1054.11
35257,2158604137,20210914.0,2019.0,2.0,손익계산서,13162091.0,100.0,-22.25,-384315.0,-2.92,-208.38,235421.0,1.79,123.36
35258,2158604137,20210914.0,2020.0,2.0,손익계산서,21328137.0,100.0,62.04,-47593.0,-0.22,87.62,-313630.0,-1.47,-233.22
35273,4088104138,20220408.0,2020.0,2.0,손익계산서,28563257.0,100.0,27.57,3308209.0,11.58,43.86,2925638.0,10.24,136.11
35276,4088104138,20220408.0,2019.0,2.0,손익계산서,22389442.0,100.0,95.6,2299624.0,10.27,6680.13,1239089.0,5.53,141.59
35279,4088104138,20220408.0,2018.0,2.0,손익계산서,11446566.0,100.0,-24.55,-34948.0,-0.31,-117.22,512884.0,4.48,22.47
35282,4088104138,20220408.0,2017.0,2.0,손익계산서,15170998.0,100.0,-8.79,202950.0,1.34,-11.38,418787.0,2.76,61.28
35286,5568704140,20220214.0,2020.0,2.0,손익계산서,56000.0,100.0,-72.56,-37528.0,-67.01,-194.81,-40444.0,-72.22,-233.0
35289,5568704140,20220214.0,2019.0,2.0,손익계산서,204118.0,100.0,86.57,39583.0,19.39,135.26,30409.0,14.9,125.72
35292,5568704140,20220214.0,2018.0,2.0,손익계산서,109407.0,100.0,-62.28,-112272.0,-102.62,-68.54,-118231.0,-108.07,-66.88
35295,5568704140,20220214.0,2017.0,2.0,손익계산서,290052.0,100.0,9999.99,-356835.0,-123.02,1647.39,-357007.0,-123.08,1625.67
35298,8028604141,20220216.0,2020.0,2.0,손익계산서,554082.0,100.0,15.36,46358.0,8.37,142.39,46324.0,8.36,124.99
35301,8028604141,20220216.0,2019.0,2.0,손익계산서,480308.0,100.0,-36.57,19125.0,3.98,53.65,20589.0,4.29,50.74
35304,8028604141,20220216.0,2018.0,2.0,손익계산서,757210.0,100.0,3.36,12447.0,1.64,-18.35,13659.0,1.8,-5.45
35307,8028604141,20220216.0,2017.0,2.0,손익계산서,732583.0,100.0,6587.81,15244.0,2.08,1610.89,14447.0,1.97,1521.44
35314,2208804142,20220316.0,2020.0,2.0,손익계산서,2278834.0,100.0,-99.16,-1657000.0,-72.71,-103.36,-2048998.0,-89.91,-107.22
35317,2208804142,20220316.0,2019.0,2.0,손익계산서,271972140.0,100.0,87.01,49350425.0,18.15,134.62,28368776.0,10.43,104.34
35320,2208804142,20220316.0,2018.0,2.0,손익계산서,145431012.0,100.0,780.66,21034252.0,14.46,-483.15,13883207.0,9.55,-267.56
35323,2208804142,20220316.0,2017.0,2.0,손익계산서,16513787.0,100.0,9999.99,-5489892.0,-33.24,371.38,-8285293.0,-50.17,371.99
35326,4028104143,20220315.0,2020.0,2.0,손익계산서,192717.0,100.0,-64.13,-3107.0,-1.61,-133.46,6785.0,3.52,-68.12
35329,4028104143,20220315.0,2019.0,2.0,손익계산서,537278.0,100.0,263.73,9285.0,1.73,-147.34,21281.0,3.96,-270.04
35332,4028104143,20220315.0,2018.0,2.0,손익계산서,147714.0,100.0,-81.57,-19613.0,-13.28,-184.35,-12515.0,-8.47,-139.71
35335,4028104143,20220315.0,2017.0,2.0,손익계산서,801674.0,100.0,34.91,23251.0,2.9,-12.85,31513.0,3.93,14.08
35338,1078604144,20210914.0,2016.0,2.0,손익계산서,27320775.0,100.0,43.81,904765.0,3.31,-34.14,700522.0,2.56,-42.05
35339,1078604144,20210914.0,2017.0,2.0,손익계산서,20123970.0,100.0,-26.34,-2725752.0,-13.54,-401.27,-2447536.0,-12.16,-449.39
35340,1078604144,20210914.0,2018.0,2.0,손익계산서,46446060.0,100.0,130.8,1185323.0,2.55,-143.49,2319968.0,4.99,-194.79
35341,1078604144,20210914.0,2019.0,2.0,손익계산서,28238091.0,100.0,-39.2,-1073302.0,-3.8,-190.55,-1184915.0,-4.2,-151.07
35342,1078604144,20210914.0,2020.0,2.0,손익계산서,22095888.0,100.0,-21.75,-877119.0,-3.97,18.28,-7381012.0,-33.4,-522.91
35353,1228704145,20220222.0,2020.0,2.0,손익계산서,1453262.0,100.0,76.25,38554.0,2.65,47.43,65282.0,4.49,60.65
35356,1228704145,20220222.0,2019.0,2.0,손익계산서,824559.0,100.0,-34.73,26150.0,3.17,-79.67,40637.0,4.93,-68.56
35359,1228704145,20220222.0,2018.0,2.0,손익계산서,1263282.0,100.0,9999.99,128631.0,10.18,9999.99,129246.0,10.23,9999.99
35362,1458104146,20220306.0,2020.0,2.0,손익계산서,384449.0,100.0,-47.05,2145.0,0.56,-92.66,3452.0,0.9,-86.77
35365,1458104146,20220306.0,2019.0,2.0,손익계산서,726056.0,100.0,308.05,29231.0,4.03,163.71,26090.0,3.59,134.22
35368,1458104146,20220306.0,2018.0,2.0,손익계산서,177934.0,100.0,9999.99,-45880.0,-25.78,9999.99,11139.0,6.26,9999.99
35371,8428104147,20220221.0,2020.0,2.0,손익계산서,951931.0,100.0,16.04,-87490.0,-9.19,62.72,-110580.0,-11.62,56.03
35374,8428104147,20220221.0,2019.0,2.0,손익계산서,820356.0,100.0,9999.99,-234677.0,-28.61,1134.62,-251515.0,-30.66,1283.24
35377,8428104147,20220221.0,2018.0,2.0,손익계산서,-inf,-inf,-inf,-19008.0,9999.99,-9.11,-18183.0,9999.99,-13.05
35379,8428104147,20220221.0,2017.0,2.0,손익계산서,-inf,-inf,-inf,-20914.0,9999.99,-52.48,-20912.0,9999.99,-52.48
35386,2068604150,20220220.0,2019.0,2.0,손익계산서,8469008.0,100.0,9999.99,231213.0,2.73,9999.99,173355.0,2.05,9999.99
35389,2068604150,20220220.0,2018.0,2.0,손익계산서,8283325.0,100.0,-1.43,797449.0,9.63,6.97,670638.0,8.1,13.79
35392,2068604150,20220220.0,2017.0,2.0,손익계산서,8403500.0,100.0,2.18,745459.0,8.87,-31.39,589381.0,7.01,-21.42
35395,4298804151,20220308.0,2020.0,2.0,손익계산서,2582875.0,100.0,1.04,268045.0,10.38,12.3,278090.0,10.77,29.05
35398,4298804151,20220308.0,2019.0,2.0,손익계산서,2556314.0,100.0,194.11,238688.0,9.34,314.73,215485.0,8.43,285.35
35401,4298804151,20220308.0,2018.0,2.0,손익계산서,869179.0,100.0,24.96,57553.0,6.62,9999.99,55920.0,6.43,-304.79
35410,6368704152,20220321.0,2020.0,2.0,손익계산서,2545199.0,100.0,103.83,691620.0,27.17,202.02,491654.0,19.32,237.25
35413,6368704152,20220321.0,2019.0,2.0,손익계산서,1248679.0,100.0,9999.99,228998.0,18.34,-224.48,145782.0,11.67,-158.48
35416,6368704152,20220321.0,2018.0,2.0,손익계산서,-inf,-inf,-inf,-183967.0,9999.99,9999.99,-249303.0,9999.99,9999.99
35418,6368704152,20220321.0,2017.0,2.0,손익계산서,-inf,-inf,-inf,-400.0,9999.99,-80.31,-400.0,9999.99,11.11
35420,1058604153,20220225.0,2020.0,2.0,손익계산서,1708938.0,100.0,-45.99,-1195871.0,-69.98,-91.13,-1124663.0,-65.81,-92.67
35423,1058604153,20220225.0,2019.0,2.0,손익계산서,3163905.0,100.0,6.51,-625691.0,-19.78,-19.55,-583737.0,-18.45,-9.14
35426,1058604153,20220225.0,2018.0,2.0,손익계산서,2970433.0,100.0,-21.78,-523386.0,-17.62,-186.06,-534842.0,-18.01,-258.32
35429,1058604153,20220225.0,2017.0,2.0,손익계산서,3797573.0,100.0,24.56,608153.0,16.01,292.71,337833.0,8.9,107.37
35432,4028104154,20220315.0,2020.0,2.0,손익계산서,3702284.0,100.0,74.68,182617.0,4.93,-1.92,175648.0,4.74,-0.88
35435,4028104154,20220315.0,2019.0,2.0,손익계산서,2119426.0,100.0,29.01,186201.0,8.79,334.68,177209.0,8.36,295.11
35438,4028104154,20220315.0,2018.0,2.0,손익계산서,1642832.0,100.0,-24.86,42836.0,2.61,44.95,44851.0,2.73,37.85
35441,4028104154,20220315.0,2017.0,2.0,손익계산서,2186504.0,100.0,64.56,29552.0,1.35,-73.17,32537.0,1.49,-67.88
35445,1638704156,20220307.0,2020.0,2.0,손익계산서,35227.0,100.0,1071.89,-121957.0,-346.2,-29.65,-106705.0,-302.91,-26.67
35448,1638704156,20220307.0,2019.0,2.0,손익계산서,3006.0,100.0,9999.99,-94064.0,-3129.21,9999.99,-84240.0,-2802.4,9999.99
35454,2038104158,20220220.0,2020.0,2.0,손익계산서,4487633.0,100.0,40.99,1019357.0,22.71,722.25,995655.0,22.19,974.18
35457,2038104158,20220220.0,2019.0,2.0,손익계산서,3182940.0,100.0,18.31,123971.0,3.89,-1.52,92690.0,2.91,-22.42
35460,2038104158,20220220.0,2018.0,2.0,손익계산서,2690257.0,100.0,-0.12,125887.0,4.68,239.09,119480.0,4.44,252.12
35463,2038104158,20220220.0,2017.0,2.0,손익계산서,2693394.0,100.0,-2.7,37125.0,1.38,-74.01,33932.0,1.26,-76.21
35466,3018604159,20220307.0,2019.0,2.0,손익계산서,349786.0,100.0,735.63,-271124.0,-77.51,62.87,-281330.0,-80.43,60.42
35469,3018604159,20220307.0,2018.0,2.0,손익계산서,41859.0,100.0,-63.18,-166463.0,-397.68,324.61,-175373.0,-418.96,338.88
35472,3018604159,20220307.0,2017.0,2.0,손익계산서,113682.0,100.0,9999.99,-39204.0,-34.49,9999.99,-39959.0,-35.15,9999.99
35476,4578704161,20220222.0,2020.0,2.0,손익계산서,5386235.0,100.0,9999.99,-2300579.0,-42.71,-5025.72,-2282459.0,-42.38,-6352.55
35479,4578704161,20220222.0,2019.0,2.0,손익계산서,18479.0,100.0,9999.99,-44883.0,-242.89,9999.99,-35373.0,-191.42,9999.99
35482,8118604162,20220216.0,2020.0,2.0,손익계산서,922812.0,100.0,455.83,35545.0,3.85,557.39,37676.0,4.08,596.54
35485,8118604162,20220216.0,2019.0,2.0,손익계산서,166023.0,100.0,9999.99,5407.0,3.26,9999.99,5409.0,3.26,9999.99
35488,8748804163,20220220.0,2018.0,2.0,손익계산서,1000.0,100.0,9999.99,-32000.0,-3200.0,9999.99,-32000.0,-3200.0,9999.99
35495,1058604164,20220224.0,2020.0,2.0,손익계산서,4776302.0,100.0,44.03,301316.0,6.31,118.0,43942420.0,920.01,501.38
35498,1058604164,20220224.0,2019.0,2.0,손익계산서,3316120.0,100.0,-24.93,-1673910.0,-50.48,-338.96,-10947947.0,-330.14,7.11
35501,1058604164,20220224.0,2018.0,2.0,손익계산서,4417144.0,100.0,7.35,-381337.0,-8.63,43.79,-11786393.0,-266.83,-652.64
35504,1058604164,20220224.0,2017.0,2.0,손익계산서,4114613.0,100.0,68.64,-678411.0,-16.49,-240.3,2132749.0,51.83,-420.22
35507,3128604165,20220307.0,2017.0,2.0,손익계산서,336926.0,100.0,-26.08,12976.0,3.85,-21.34,12165.0,3.61,-26.99
35510,3428804166,20220307.0,2019.0,2.0,손익계산서,686615.0,100.0,165.44,61394.0,8.94,441.68,55665.0,8.11,619.0
35516,3428804166,20220307.0,2017.0,2.0,손익계산서,981915.0,100.0,9999.99,80318.0,8.18,-263.73,83673.0,8.52,-284.28
35519,4048104167,20220305.0,2019.0,2.0,손익계산서,3113074.0,100.0,103.07,58547.0,1.88,-76.15,81147.0,2.61,-554.2
35522,4048104167,20220305.0,2018.0,2.0,손익계산서,1532977.0,100.0,-81.09,245458.0,16.01,-90.77,-17866.0,-1.17,-100.71
35525,4048104167,20220305.0,2017.0,2.0,손익계산서,8106272.0,100.0,9999.99,2658813.0,32.8,9999.99,2499827.0,30.84,9999.99
35528,4118404168,20220305.0,2020.0,2.0,손익계산서,46846.0,100.0,-69.13,-124213.0,-265.15,-47.45,-124099.0,-264.91,-47.36
35531,4118404168,20220305.0,2019.0,2.0,손익계산서,151738.0,100.0,129.0,-84241.0,-55.52,-5.49,-84215.0,-55.5,50.02
35534,4118404168,20220305.0,2018.0,2.0,손익계산서,66261.0,100.0,9999.99,-89131.0,-134.52,9999.99,-56136.0,-84.72,9999.99
35539,6648604170,20220227.0,2020.0,2.0,손익계산서,400958.0,100.0,-20.6,-2048.0,-0.51,-103.66,13556.0,3.38,-74.38
35542,6648604170,20220227.0,2019.0,2.0,손익계산서,505000.0,100.0,131.46,55936.0,11.08,175.64,52907.0,10.48,171.52
35545,6648604170,20220227.0,2018.0,2.0,손익계산서,218182.0,100.0,9999.99,-73953.0,-33.9,9999.99,-73971.0,-33.9,9999.99
35548,8148604171,20220308.0,2020.0,2.0,손익계산서,2681968.0,100.0,9999.99,464828.0,17.33,9999.99,464392.0,17.32,9999.99
35551,8148604171,20220308.0,2019.0,2.0,손익계산서,497678.0,100.0,9999.99,-406753.0,-81.73,9999.99,-435709.0,-87.55,9999.99
35554,8148604171,20220308.0,2018.0,2.0,손익계산서,258900.0,100.0,9999.99,-147536.0,-56.99,9999.99,-144299.0,-55.74,9999.99
35557,1738704172,20220220.0,2019.0,2.0,손익계산서,626366.0,100.0,958.84,39726.0,6.34,126.8,51681.0,8.25,182.14
35560,1738704172,20220220.0,2018.0,2.0,손익계산서,59156.0,100.0,9999.99,-148230.0,-250.57,9999.99,-62917.0,-106.36,9999.99
35563,3018604173,20220307.0,2018.0,2.0,손익계산서,1522745.0,100.0,-8.4,76036.0,4.99,-37.12,61239.0,4.02,-40.18
35569,3058104174,20220307.0,2020.0,2.0,손익계산서,1141552.0,100.0,58.55,67563.0,5.92,101.63,63164.0,5.53,116.02
35572,3058104174,20220307.0,2019.0,2.0,손익계산서,719978.0,100.0,-43.2,33509.0,4.65,-51.07,29240.0,4.06,-59.8
35575,3508604175,20210914.0,2017.0,2.0,손익계산서,90000.0,100.0,9999.99,-7000.0,-7.78,9999.99,-245000.0,-272.22,9999.99
35576,3508604175,20210914.0,2018.0,2.0,손익계산서,2246243.0,100.0,2395.83,-467180.0,-20.8,6574.0,-304361.0,-13.55,24.23
35581,5458604176,20220306.0,2020.0,2.0,손익계산서,3144965.0,100.0,-7.14,226521.0,7.2,-62.69,149975.0,4.77,-74.96
35584,5458604176,20220306.0,2019.0,2.0,손익계산서,3386843.0,100.0,257.37,607081.0,17.92,165.55,598960.0,17.68,159.34
35587,5458604176,20220306.0,2018.0,2.0,손익계산서,947713.0,100.0,9999.99,228610.0,24.12,9999.99,230958.0,24.37,9999.99
35590,5938704177,20220307.0,2019.0,2.0,손익계산서,2336876.0,100.0,24.61,18528.0,0.79,8.31,16264.0,0.7,-5.62
35593,5938704177,20220307.0,2018.0,2.0,손익계산서,1875354.0,100.0,1437.18,17107.0,0.91,1132.49,17232.0,0.92,1132.62
35596,5938704177,20220307.0,2017.0,2.0,손익계산서,122000.0,100.0,9999.99,1388.0,1.14,9999.99,1398.0,1.15,9999.99
35599,6908604178,20220306.0,2020.0,2.0,손익계산서,308226.0,100.0,26.66,-95263.0,-30.91,-1044.44,-97006.0,-31.47,9999.99
35602,6908604178,20220306.0,2019.0,2.0,손익계산서,243346.0,100.0,92.25,-8324.0,-3.42,45.82,576.0,0.24,103.7
35605,6908604178,20220306.0,2018.0,2.0,손익계산서,126580.0,100.0,9999.99,-15365.0,-12.14,9999.99,-15549.0,-12.28,9999.99
35609,8098604179,20220216.0,2019.0,2.0,손익계산서,11864891.0,100.0,-51.52,744333.0,6.27,-75.4,787626.0,6.64,-68.75
35612,8098604179,20220216.0,2018.0,2.0,손익계산서,24474975.0,100.0,74.6,3025899.0,12.36,745.31,2520694.0,10.3,-891.8
35615,8098604179,20220216.0,2017.0,2.0,손익계산서,14018107.0,100.0,9999.99,357965.0,2.55,9999.99,-318348.0,-2.27,9999.99
35618,1342004180,20220306.0,2020.0,2.0,손익계산서,278206.0,100.0,28.93,68876.0,24.76,18.47,52208.0,18.77,26.11
35621,1342004180,20220306.0,2019.0,2.0,손익계산서,215774.0,100.0,-29.62,58139.0,26.94,-36.21,41399.0,19.19,-44.35
35624,1342004180,20220306.0,2018.0,2.0,손익계산서,306599.0,100.0,-7.61,91137.0,29.73,-2.84,74397.0,24.27,-12.89
35627,1342004180,20220306.0,2017.0,2.0,손익계산서,331859.0,100.0,-3.62,93798.0,28.26,-6.98,85405.0,25.74,-15.3
35630,2110604181,20220306.0,2019.0,2.0,손익계산서,1657121.0,100.0,-5.14,127374.0,7.69,-8.28,108658.0,6.56,-15.92
35633,2110604181,20220306.0,2018.0,2.0,손익계산서,1746923.0,100.0,75.62,138875.0,7.95,38.71,129230.0,7.4,64.65
35636,2110604181,20220306.0,2017.0,2.0,손익계산서,994707.0,100.0,9999.99,100117.0,10.06,9999.99,78486.0,7.89,9999.99
35639,5948704182,20220221.0,2020.0,2.0,손익계산서,524541.0,100.0,13.56,28580.0,5.45,-75.22,19381.0,3.69,-83.2
35642,5948704182,20220221.0,2019.0,2.0,손익계산서,461902.0,100.0,-52.18,115356.0,24.97,8933.36,115330.0,24.97,9999.99
35645,5948704182,20220221.0,2018.0,2.0,손익계산서,965845.0,100.0,527.25,1277.0,0.13,-61.79,982.0,0.1,-70.55
35648,5948704182,20220221.0,2017.0,2.0,손익계산서,153981.0,100.0,9999.99,3342.0,2.17,9999.99,3334.0,2.17,9999.99
35651,6218604183,20220321.0,2020.0,2.0,손익계산서,1483599.0,100.0,-32.41,76965.0,5.19,-47.53,56693.0,3.82,-63.29
35654,6218604183,20220321.0,2019.0,2.0,손익계산서,2195155.0,100.0,26.58,146676.0,6.68,241.23,154426.0,7.03,300.34
35657,6218604183,20220321.0,2018.0,2.0,손익계산서,1734233.0,100.0,9999.99,42985.0,2.48,9999.99,38574.0,2.22,9999.99
35660,8168804184,20220221.0,2019.0,2.0,손익계산서,2125057.0,100.0,-9.13,144209.0,6.79,13.36,101130.0,4.76,3.73
35663,8168804184,20220221.0,2018.0,2.0,손익계산서,2338619.0,100.0,1.19,127216.0,5.44,-4.86,97494.0,4.17,-26.47
35666,8168804184,20220221.0,2017.0,2.0,손익계산서,2311118.0,100.0,9999.99,133715.0,5.79,9999.99,132588.0,5.74,9999.99
35669,1058604185,20220224.0,2020.0,2.0,손익계산서,17364308.0,100.0,9999.99,37678.0,0.22,9999.99,270733.0,1.56,9999.99
35672,1058604185,20220224.0,2019.0,2.0,손익계산서,17234462.0,100.0,-17.58,-76947.0,-0.45,-123.96,33295.0,0.19,-89.27
35675,1058604185,20220224.0,2018.0,2.0,손익계산서,20909639.0,100.0,-7.73,321083.0,1.54,-45.27,310164.0,1.48,-32.64
35678,1058604185,20220224.0,2017.0,2.0,손익계산서,22660236.0,100.0,27.11,586709.0,2.59,30.79,460435.0,2.03,-678.8
35681,6473504186,20220302.0,2020.0,2.0,손익계산서,1393831.0,100.0,32.08,470852.0,33.78,158.32,476089.0,34.16,154.41
35684,6473504186,20220302.0,2019.0,2.0,손익계산서,1055274.0,100.0,0.78,182275.0,17.27,22.8,187134.0,17.73,20.4
35687,6473504186,20220302.0,2018.0,2.0,손익계산서,1047072.0,100.0,276.55,148437.0,14.18,483.94,155422.0,14.84,511.42
