,사업자등록번호,데이터수집일자,조사년도,재무보고서구분코드,재무보고서명칭,매출액_재무제표계정과목금액,매출액_비율,매출액_증감율,영업이익_재무제표계정과목금액,영업이익_비율,영업이익_증감율,당기순이익_재무제표계정과목금액,당기순이익_비율,당기순이익_증감율
9707,1148101327,20220307.0,2017.0,2.0,손익계산서,27544247.0,100.0,-9.7,4866182.0,17.67,15.79,2632274.0,9.56,-29.62
9710,1138601328,20220308.0,2019.0,2.0,손익계산서,19935978.0,100.0,46.14,599001.0,3.0,44.66,426228.0,2.14,26.5
9713,1138601328,20220308.0,2018.0,2.0,손익계산서,13641392.0,100.0,54.61,414069.0,3.04,16.23,336935.0,2.47,24.84
9716,3178101329,20220307.0,2020.0,2.0,손익계산서,2242517.0,100.0,37.41,199712.0,8.91,9.53,182034.0,8.12,6.86
9719,3178101329,20220307.0,2019.0,2.0,손익계산서,1631990.0,100.0,65.39,182333.0,11.17,20.61,170351.0,10.44,20.64
9722,3178101329,20220307.0,2018.0,2.0,손익계산서,986766.0,100.0,9999.99,151181.0,15.32,9999.99,141202.0,14.31,9999.99
9725,3178101329,20220307.0,2017.0,2.0,손익계산서,960843.0,100.0,9999.99,73540.0,7.65,9999.99,63411.0,6.6,9999.99
9728,3908701330,20220324.0,2020.0,2.0,손익계산서,763236.0,100.0,-30.68,-1459203.0,-191.19,-54.62,-526287.0,-68.95,-940.15
9731,3908701330,20220324.0,2019.0,2.0,손익계산서,1101040.0,100.0,103.83,-943729.0,-85.71,-297.82,-50597.0,-4.6,19.57
9734,3908701330,20220324.0,2018.0,2.0,손익계산서,540182.0,100.0,784.8,-237228.0,-43.92,-40.8,-62908.0,-11.65,-13.39
9737,3908701330,20220324.0,2017.0,2.0,손익계산서,61051.0,100.0,107.27,-400726.0,-656.38,83.56,-72633.0,-118.97,-68.16
9740,5038601331,20220324.0,2020.0,2.0,손익계산서,7979191.0,100.0,1.71,-987368.0,-12.37,-4299.06,-349811.0,-4.38,-799.4
9743,5038601331,20220324.0,2019.0,2.0,손익계산서,7844786.0,100.0,1.11,-22445.0,-0.29,-116.95,50016.0,0.64,-88.17
9746,5038601331,20220324.0,2018.0,2.0,손익계산서,7758464.0,100.0,2.25,132448.0,1.71,950.76,422916.0,5.45,103.68
9749,5038601331,20220324.0,2017.0,2.0,손익계산서,7587807.0,100.0,14.77,12605.0,0.17,-70.85,207640.0,2.74,29.22
9756,1228101332,20220307.0,2020.0,2.0,손익계산서,54947583.0,100.0,-32.97,2646011.0,4.82,-14.74,5229875.0,9.52,98.28
9759,1228101332,20220307.0,2019.0,2.0,손익계산서,81975468.0,100.0,-11.85,3103560.0,3.79,-48.3,2637663.0,3.22,5.16
9762,1228101332,20220307.0,2018.0,2.0,손익계산서,92993019.0,100.0,-10.81,6002957.0,6.46,10.66,2508128.0,2.7,-45.33
9765,1228101332,20220307.0,2017.0,2.0,손익계산서,104260818.0,100.0,0.38,5424734.0,5.2,8.87,4588172.0,4.4,37.61
9768,3128101333,20220307.0,2020.0,2.0,손익계산서,4881114.0,100.0,49.04,157663.0,3.23,49.98,158213.0,3.24,5.62
9771,3128101333,20220307.0,2018.0,2.0,손익계산서,5478016.0,100.0,-16.8,166026.0,3.03,-15.99,202026.0,3.69,-9.41
9774,1018601334,20220214.0,2020.0,2.0,손익계산서,1466501.0,100.0,-14.94,62767.0,4.28,-34.06,47984.0,3.27,-29.56
9777,1018601334,20220214.0,2019.0,2.0,손익계산서,1724064.0,100.0,0.01,95183.0,5.52,-8.13,68125.0,3.95,-5.25
9780,1018601334,20220214.0,2018.0,2.0,손익계산서,1723906.0,100.0,-12.25,103608.0,6.01,-33.19,71898.0,4.17,-38.05
9783,1018601334,20220214.0,2017.0,2.0,손익계산서,1964603.0,100.0,-9.64,155072.0,7.89,6.0,116062.0,5.91,-4.11
9786,1058701335,20211117.0,2016.0,2.0,손익계산서,8928967.0,100.0,2.62,338345.0,3.79,28.33,240114.0,2.69,-10.24
9789,1058701335,20211117.0,2017.0,2.0,손익계산서,11300269.0,100.0,26.56,323134.0,2.86,-4.5,281797.0,2.49,17.36
9792,1058701335,20211117.0,2018.0,2.0,손익계산서,11562943.0,100.0,2.32,-173061.0,-1.5,-153.56,137165.0,1.19,-51.32
9795,1058701335,20211117.0,2019.0,2.0,손익계산서,13546152.0,100.0,17.15,14109.0,0.1,108.15,339040.0,2.5,147.18
9798,1058701335,20211117.0,2020.0,2.0,손익계산서,15004630.0,100.0,10.77,267533.0,1.78,1796.19,294896.0,1.97,-13.02
9802,1078801337,20220222.0,2020.0,2.0,손익계산서,11162622.0,100.0,-8.05,375527.0,3.36,-30.55,56377.0,0.51,-80.15
9805,1078801337,20220222.0,2019.0,2.0,손익계산서,12139724.0,100.0,20.09,540719.0,4.45,9856.16,283975.0,2.34,594.86
9808,1078801337,20220222.0,2018.0,2.0,손익계산서,10109042.0,100.0,9999.99,5431.0,0.05,9999.99,40868.0,0.4,9999.99
9812,2018101339,20220308.0,2020.0,2.0,손익계산서,6605770.0,100.0,6.97,261553.0,3.96,26.94,215255.0,3.26,74.33
9818,2048101340,20220308.0,2020.0,2.0,손익계산서,5303916.0,100.0,35.18,632704.0,11.93,57.33,537894.0,10.14,49.14
9825,2148101341,20220218.0,2020.0,2.0,손익계산서,31379931.0,100.0,-22.09,230301.0,0.73,-83.95,206895.0,0.66,-58.76
9828,2148101341,20220218.0,2019.0,2.0,손익계산서,40276855.0,100.0,23.27,1434646.0,3.56,12.52,501641.0,1.25,-34.68
9831,2148101341,20220218.0,2018.0,2.0,손익계산서,32673427.0,100.0,-39.16,1275021.0,3.9,-38.42,768031.0,2.35,-50.77
9834,2148101341,20220218.0,2017.0,2.0,손익계산서,53701951.0,100.0,21.16,2070518.0,3.86,113.11,1560031.0,2.9,79.1
9837,2208801342,20220308.0,2018.0,2.0,손익계산서,125112.0,100.0,-45.23,-223058.0,-178.29,0.79,52304.0,41.81,412.08
9840,2208801342,20220308.0,2017.0,2.0,손익계산서,228414.0,100.0,186.45,-221312.0,-96.89,6.48,10214.0,4.47,-118.09
9843,2208801343,20220308.0,2019.0,2.0,손익계산서,3147446.0,100.0,9999.99,-372648.0,-11.84,9999.99,-326745.0,-10.38,9999.99
9846,3048101344,20220307.0,2019.0,2.0,손익계산서,167832.0,100.0,0.39,1443.0,0.86,-74.14,1476.0,0.88,-53.54
9849,3048101344,20220307.0,2018.0,2.0,손익계산서,167179.0,100.0,9999.99,5579.0,3.34,9999.99,3177.0,1.9,9999.99
9852,3048101344,20220307.0,2020.0,2.0,손익계산서,87382.0,100.0,-47.93,-52900.0,-60.54,-3765.97,-49297.0,-56.42,-3439.91
9855,3048101344,20220307.0,2017.0,2.0,손익계산서,453036.0,100.0,9999.99,38975.0,8.6,9999.99,32884.0,7.26,9999.99
9858,4178601345,20220228.0,2020.0,2.0,손익계산서,1296089.0,100.0,-21.53,157233.0,12.13,-1.96,169495.0,13.08,23.07
9861,4178601345,20220228.0,2019.0,2.0,손익계산서,1651772.0,100.0,-19.07,160378.0,9.71,-50.71,137728.0,8.34,-38.62
9864,4178601345,20220228.0,2018.0,2.0,손익계산서,2041098.0,100.0,-21.85,325390.0,15.94,46.82,224382.0,10.99,16.86
9867,4178601345,20220228.0,2017.0,2.0,손익계산서,2611727.0,100.0,-28.28,221622.0,8.49,-36.87,192005.0,7.35,-42.79
9870,4188101346,20220307.0,2020.0,2.0,손익계산서,645304.0,100.0,212.1,68220.0,10.57,130.17,77456.0,12.0,107.77
9873,4188101346,20220307.0,2019.0,2.0,손익계산서,206762.0,100.0,-42.91,29639.0,14.33,-13.09,37279.0,18.03,5.64
9876,4188101346,20220307.0,2018.0,2.0,손익계산서,362178.0,100.0,-45.12,34102.0,9.42,-9999.99,35289.0,9.74,787.1
9879,4598801347,20220307.0,2020.0,2.0,손익계산서,2704732.0,100.0,9999.99,1276179.0,47.18,9999.99,1033974.0,38.23,9999.99
9882,4598801347,20220307.0,2019.0,2.0,손익계산서,804839.0,100.0,9999.99,-167410.0,-20.8,9999.99,97720.0,12.14,9999.99
9885,4598801347,20220307.0,2018.0,2.0,손익계산서,552387.0,100.0,46.13,-485856.0,-87.96,1.85,289109.0,52.34,153.6
9888,4598801347,20220307.0,2017.0,2.0,손익계산서,378000.0,100.0,17.76,-495000.0,-130.95,551.32,114000.0,30.16,52.0
9891,4718801348,20220306.0,2020.0,2.0,손익계산서,1188683.0,100.0,61.71,88239.0,7.42,122.27,89246.0,7.51,54.11
9894,4718801348,20220306.0,2019.0,2.0,손익계산서,735075.0,100.0,21.92,39699.0,5.4,3.54,57911.0,7.88,21.88
9897,4718801348,20220306.0,2018.0,2.0,손익계산서,602892.0,100.0,128.38,38342.0,6.36,867.01,47513.0,7.88,744.23
9900,4718801348,20220306.0,2017.0,2.0,손익계산서,263986.0,100.0,9999.99,3965.0,1.5,9999.99,5628.0,2.13,9999.99
9905,6168101349,20220324.0,2020.0,2.0,손익계산서,2211666.0,100.0,-4.05,24978.0,1.13,7.7,36125.0,1.63,-28.92
9908,6168101349,20220324.0,2019.0,2.0,손익계산서,2304926.0,100.0,8.42,23192.0,1.01,8718.25,50826.0,2.21,111.34
9911,6168101349,20220324.0,2018.0,2.0,손익계산서,2125849.0,100.0,14.42,263.0,0.01,-133.72,24049.0,1.13,296.85
9914,6168101349,20220324.0,2017.0,2.0,손익계산서,1857914.0,100.0,-31.76,-780.0,-0.04,-101.21,6060.0,0.33,-92.38
9917,8128101350,20220216.0,2020.0,2.0,손익계산서,470090.0,100.0,-1.07,-3005.0,-0.64,-130.89,5873.0,1.25,-57.38
9920,8128101350,20220216.0,2019.0,2.0,손익계산서,475173.0,100.0,144.83,9728.0,2.05,-33.78,13780.0,2.9,-23.91
9923,8128101350,20220216.0,2018.0,2.0,손익계산서,194079.0,100.0,-2.46,14690.0,7.57,514.13,18111.0,9.33,803.29
9926,8128101350,20220216.0,2017.0,2.0,손익계산서,198978.0,100.0,9999.99,2392.0,1.2,9999.99,2005.0,1.01,9999.99
9933,1078701351,20220306.0,2020.0,2.0,손익계산서,51945004.0,100.0,88.02,-1013397.0,-1.95,-557.19,-560487.0,-1.08,-325.13
9936,1078701351,20220306.0,2019.0,2.0,손익계산서,27627440.0,100.0,41.41,-154202.0,-0.56,-283.34,248956.0,0.9,-16.56
9939,1078701351,20220306.0,2018.0,2.0,손익계산서,19536835.0,100.0,-18.06,84109.0,0.43,-91.72,298376.0,1.53,-69.62
9942,1078701351,20220306.0,2017.0,2.0,손익계산서,23843740.0,100.0,-0.14,1016358.0,4.26,-19.14,982256.0,4.12,-18.82
9949,1378101352,20220306.0,2020.0,2.0,손익계산서,25836549.0,100.0,23.9,1960259.0,7.59,12.49,1732488.0,6.71,12.35
9952,1378101352,20220306.0,2019.0,2.0,손익계산서,20853090.0,100.0,-13.09,1742601.0,8.36,-19.77,1542094.0,7.4,-9.89
9955,1378101352,20220306.0,2018.0,2.0,손익계산서,23994576.0,100.0,4.32,2172121.0,9.05,-48.31,1711291.0,7.13,-46.56
9958,1378101352,20220306.0,2017.0,2.0,손익계산서,23001567.0,100.0,-13.29,4202379.0,18.27,-25.39,3202535.0,13.92,-33.44
9966,2208701354,20220306.0,2020.0,2.0,손익계산서,535561296.0,100.0,-6.49,7232171.0,1.35,-29.37,4405838.0,0.82,-76.95
9969,2208701354,20220306.0,2019.0,2.0,손익계산서,572702066.0,100.0,385.99,10239154.0,1.79,256.1,19118319.0,3.34,2951.11
9972,2208701354,20220306.0,2018.0,2.0,손익계산서,117843138.0,100.0,-39.28,2875343.0,2.44,-42.47,-670556.0,-0.57,-128.19
9975,2208701354,20220306.0,2017.0,2.0,손익계산서,194082122.0,100.0,-8.37,4998387.0,2.58,133.2,2378393.0,1.23,-52.29
9982,5048101355,20220306.0,2020.0,2.0,손익계산서,18800495.0,100.0,0.6,284230.0,1.51,-5.82,886640.0,4.72,219.08
9985,5048101355,20220306.0,2019.0,2.0,손익계산서,18688094.0,100.0,-3.81,301806.0,1.61,1410.24,277872.0,1.49,221.77
9988,5048101355,20220306.0,2018.0,2.0,손익계산서,19428249.0,100.0,-12.8,19984.0,0.1,-30.28,-228194.0,-1.17,-804.26
9991,5048101355,20220306.0,2017.0,2.0,손익계산서,22280376.0,100.0,-11.16,28665.0,0.13,-118.95,32402.0,0.15,-60.56
9994,1058701356,20220225.0,2020.0,2.0,손익계산서,3747596.0,100.0,79.53,642949.0,17.16,480.88,97682.0,2.61,66.12
9997,1058701356,20220225.0,2019.0,2.0,손익계산서,2087444.0,100.0,4.51,110686.0,5.3,13.23,58802.0,2.82,14.99
10000,1058701356,20220225.0,2018.0,2.0,손익계산서,1997369.0,100.0,-5.49,97751.0,4.89,-17.97,51136.0,2.56,-48.18
10003,1058701356,20220225.0,2017.0,2.0,손익계산서,2113454.0,100.0,12.69,119164.0,5.64,3.3,98688.0,4.67,-4.1
10006,2068601357,20220308.0,2019.0,2.0,손익계산서,11519151.0,100.0,41.6,669173.0,5.81,-11.97,552086.0,4.79,-19.61
10009,2208601358,20210914.0,2016.0,2.0,손익계산서,3181333.0,100.0,-6.69,90633.0,2.85,108.93,82818.0,2.6,448.39
10012,2208601358,20210914.0,2017.0,2.0,손익계산서,4118577.0,100.0,29.46,36595.0,0.89,-59.62,93025.0,2.26,12.32
10015,2208601358,20210914.0,2018.0,2.0,손익계산서,6013126.0,100.0,46.0,597315.0,9.93,1532.23,569234.0,9.47,511.92
10018,2208601358,20210914.0,2019.0,2.0,손익계산서,10210547.0,100.0,69.8,457639.0,4.48,-23.38,400383.0,3.92,-29.66
10021,2208601358,20210914.0,2020.0,2.0,손익계산서,6638331.0,100.0,-34.99,190850.0,2.87,-58.3,268798.0,4.05,-32.86
10024,3018101359,20220307.0,2019.0,2.0,손익계산서,1357428.0,100.0,49.54,262384.0,19.33,1814.51,283665.0,20.9,1047.88
10027,3018101359,20220307.0,2018.0,2.0,손익계산서,907718.0,100.0,9999.99,13705.0,1.51,9999.99,24712.0,2.72,9999.99
10030,3018101359,20220307.0,2020.0,2.0,손익계산서,1656102.0,100.0,22.0,160667.0,9.7,-38.77,164060.0,9.91,-42.16
10033,4028101360,20220307.0,2020.0,2.0,손익계산서,3299069.0,100.0,-18.22,156728.0,4.75,25.46,187541.0,5.68,8.27
10036,4028101360,20220307.0,2019.0,2.0,손익계산서,4034155.0,100.0,42.8,124919.0,3.1,21.28,173221.0,4.29,51.95
10039,4028101360,20220307.0,2018.0,2.0,손익계산서,2825000.0,100.0,19.45,103000.0,3.65,11.96,114000.0,4.04,17.53
10042,4028101360,20220307.0,2017.0,2.0,손익계산서,2365000.0,100.0,517.49,92000.0,3.89,513.33,97000.0,4.1,385.0
10047,5588701363,20220222.0,2020.0,2.0,손익계산서,1314396.0,100.0,255.09,202625.0,15.42,198.47,182885.0,13.91,195.96
10050,5588701363,20220222.0,2019.0,2.0,손익계산서,370155.0,100.0,9999.99,67889.0,18.34,9999.99,61793.0,16.69,9999.99
10057,1198101365,20220218.0,2018.0,2.0,손익계산서,646241.0,100.0,-51.24,12903.0,2.0,10.52,20071.0,3.11,66.47
10060,1198101365,20220218.0,2017.0,2.0,손익계산서,1325359.0,100.0,4.73,11675.0,0.88,-27.08,12057.0,0.91,3.19
10063,2118101366,20220307.0,2020.0,2.0,손익계산서,3537805.0,100.0,32.39,67589.0,1.91,235.7,75072.0,2.12,621.85
10066,2118101366,20220307.0,2019.0,2.0,손익계산서,2672205.0,100.0,-36.93,20134.0,0.75,-80.33,10400.0,0.39,-89.61
10069,2118101366,20220307.0,2018.0,2.0,손익계산서,4236983.0,100.0,-3.72,102354.0,2.42,17.03,100093.0,2.36,11.64
10072,2118101366,20220307.0,2017.0,2.0,손익계산서,4400623.0,100.0,-19.07,87461.0,1.99,-36.1,89659.0,2.04,-32.04
10075,2208801367,20220308.0,2020.0,2.0,손익계산서,1183930.0,100.0,79.08,46663.0,3.94,623.46,42313.0,3.57,1097.65
10078,2208801367,20220308.0,2019.0,2.0,손익계산서,661102.0,100.0,-4.51,6450.0,0.98,-54.09,3533.0,0.53,-65.15
10087,2348101368,20220307.0,2020.0,2.0,손익계산서,555139.0,100.0,388.21,63888.0,11.51,232.84,58703.0,10.57,397.53
10090,2348101368,20220307.0,2019.0,2.0,손익계산서,113710.0,100.0,183.11,19195.0,16.88,-134.64,11799.0,10.38,-119.1
10093,2348101368,20220307.0,2018.0,2.0,손익계산서,40165.0,100.0,-35.45,-55409.0,-137.95,-24.35,-61787.0,-153.83,-19.54
10096,2348101368,20220307.0,2017.0,2.0,손익계산서,62220.0,100.0,-68.08,-73246.0,-117.72,-3553.37,-76792.0,-123.42,-3703.57
10099,2398101369,20220307.0,2020.0,2.0,손익계산서,2351893.0,100.0,109.73,92486.0,3.93,109.91,89372.0,3.8,121.38
10102,2398101369,20220307.0,2019.0,2.0,손익계산서,1121403.0,100.0,-3.75,44059.0,3.93,1.3,40370.0,3.6,-3.75
10105,2398101369,20220307.0,2018.0,2.0,손익계산서,1165076.0,100.0,72.26,43494.0,3.73,38.55,41942.0,3.6,75.66
10108,2398101369,20220307.0,2017.0,2.0,손익계산서,676366.0,100.0,9999.99,31393.0,4.64,9999.99,23877.0,3.53,9999.99
10111,4088101370,20220408.0,2020.0,2.0,손익계산서,662602.0,100.0,-57.07,36375.0,5.49,-79.67,24115.0,3.64,-83.56
10114,4088101370,20220408.0,2019.0,2.0,손익계산서,1543449.0,100.0,-15.05,178963.0,11.6,-37.23,146710.0,9.51,-38.21
10120,4088101370,20220408.0,2017.0,2.0,손익계산서,1033965.0,100.0,-21.09,78494.0,7.59,-61.87,58476.0,5.66,-66.46
10123,6608601371,20220307.0,2020.0,2.0,손익계산서,653890.0,100.0,57.16,36296.0,5.55,9999.99,41301.0,6.32,716.39
10126,6608601371,20220307.0,2019.0,2.0,손익계산서,416072.0,100.0,24.84,253.0,0.06,386.54,5059.0,1.22,1.71
10129,6608601371,20220307.0,2018.0,2.0,손익계산서,333284.0,100.0,52.99,52.0,0.02,-98.32,4974.0,1.49,64.27
10132,6608601371,20220307.0,2017.0,2.0,손익계산서,217844.0,100.0,9999.99,3095.0,1.42,9999.99,3028.0,1.39,9999.99
10135,8818801372,20220220.0,2020.0,2.0,손익계산서,524193.0,100.0,-20.26,22757.0,4.34,-47.76,23994.0,4.58,-33.43
10138,8818801372,20220220.0,2019.0,2.0,손익계산서,657363.0,100.0,-15.93,43561.0,6.63,-38.95,36043.0,5.48,-44.32
10141,8818801372,20220220.0,2018.0,2.0,손익계산서,781877.0,100.0,160.54,71357.0,9.13,137.0,64733.0,8.28,128.47
10144,8818801372,20220220.0,2017.0,2.0,손익계산서,300100.0,100.0,104.57,30109.0,10.03,326.84,28333.0,9.44,173.88
10151,1078601374,20220307.0,2020.0,2.0,손익계산서,16202185.0,100.0,-7.2,2649910.0,16.36,2.79,2290922.0,14.14,10.65
10154,1078601374,20220307.0,2019.0,2.0,손익계산서,17459987.0,100.0,1.38,2578055.0,14.77,-5.31,2070437.0,11.86,-9.02
10157,1078601374,20220307.0,2018.0,2.0,손익계산서,17221671.0,100.0,7.76,2722645.0,15.81,-5.39,2275650.0,13.21,-0.67
10160,1078601374,20220307.0,2017.0,2.0,손익계산서,15980837.0,100.0,6.58,2877839.0,18.01,-2.11,2290895.0,14.34,1.23
10164,1268101376,20210914.0,2016.0,2.0,손익계산서,90159753.0,100.0,91.29,19214356.0,21.31,138.68,13301567.0,14.75,30.3
10167,1268101376,20210914.0,2017.0,2.0,손익계산서,96155431.0,100.0,6.65,21348703.0,22.2,11.11,13965909.0,14.52,4.99
10170,1268101376,20210914.0,2018.0,2.0,손익계산서,31560874.0,100.0,-67.18,-9055219.0,-28.69,-142.42,-13697658.0,-43.4,-198.08
10173,1268101376,20210914.0,2019.0,2.0,손익계산서,12350188.0,100.0,-60.87,-63613321.0,-515.08,602.5,-81037534.0,-656.16,491.62
10176,2208801377,20220307.0,2020.0,2.0,손익계산서,334504.0,100.0,-34.85,14439.0,4.32,-51.29,50158.0,14.99,-8.89
10179,2208801377,20220307.0,2019.0,2.0,손익계산서,513408.0,100.0,-31.76,29642.0,5.77,1013.11,55051.0,10.72,283.74
10182,2498801378,20220220.0,2020.0,2.0,손익계산서,2398381.0,100.0,-71.03,115275.0,4.81,-66.9,273794.0,11.42,-30.1
10185,2498801378,20220220.0,2019.0,2.0,손익계산서,8278916.0,100.0,50.48,348261.0,4.21,24.32,391721.0,4.73,26.98
10188,2498801378,20220220.0,2018.0,2.0,손익계산서,5501848.0,100.0,7.97,280132.0,5.09,88.27,308487.0,5.61,115.76
10191,2498801378,20220220.0,2017.0,2.0,손익계산서,5095758.0,100.0,271.89,148795.0,2.92,240.41,142978.0,2.81,226.88
10194,6138601379,20220322.0,2020.0,2.0,손익계산서,5697477.0,100.0,850.95,-403019.0,-7.07,-273.67,52070.0,0.91,182.62
10197,6138601379,20220322.0,2019.0,2.0,손익계산서,599138.0,100.0,9999.99,-107855.0,-18.0,9999.99,-63026.0,-10.52,9999.99
10200,2068101380,20220308.0,2020.0,2.0,손익계산서,8739125.0,100.0,111.63,209521.0,2.4,97.41,180992.0,2.07,123.04
10207,3138101382,20220307.0,2020.0,2.0,손익계산서,1284682.0,100.0,207.88,198384.0,15.44,309.34,195530.0,15.22,306.75
10210,3138101382,20220307.0,2019.0,2.0,손익계산서,417267.0,100.0,-31.67,-94766.0,-22.71,-373.33,-94573.0,-22.66,-442.15
10213,3138101382,20220307.0,2018.0,2.0,손익계산서,610653.0,100.0,-3.64,34671.0,5.68,-36.57,27641.0,4.53,-41.14
10216,3138101382,20220307.0,2017.0,2.0,손익계산서,633690.0,100.0,12.27,54660.0,8.63,64.35,46958.0,7.41,57.37
10219,6298701383,20220227.0,2020.0,2.0,손익계산서,1753548.0,100.0,-11.6,103233.0,5.89,116.63,97018.0,5.53,107.62
10222,6298701383,20220227.0,2019.0,2.0,손익계산서,1983710.0,100.0,31.54,47655.0,2.4,28.36,46728.0,2.36,22.88
10225,6298701383,20220227.0,2018.0,2.0,손익계산서,1508068.0,100.0,199.45,37125.0,2.46,8.95,38027.0,2.52,23.07
10228,6298701383,20220227.0,2017.0,2.0,손익계산서,503609.0,100.0,9999.99,34074.0,6.77,9999.99,30899.0,6.14,9999.99
10231,6948701384,20220226.0,2020.0,2.0,손익계산서,1081987.0,100.0,44.68,259564.0,23.99,233.06,254388.0,23.51,212.12
10234,6948701384,20220226.0,2019.0,2.0,손익계산서,747859.0,100.0,84.29,77934.0,10.42,32.98,81504.0,10.9,52.16
10237,6948701384,20220226.0,2018.0,2.0,손익계산서,405809.0,100.0,9999.99,58605.0,14.44,9999.99,53564.0,13.2,9999.99
10240,6948701384,20220226.0,2017.0,2.0,손익계산서,285156.0,100.0,9999.99,13747.0,4.82,9999.99,22870.0,8.02,9999.99
10243,2118801385,20210914.0,2016.0,2.0,손익계산서,11673962.0,100.0,40.15,277382.0,2.38,67.78,243037.0,2.08,43.64
10244,2118801385,20210914.0,2017.0,2.0,손익계산서,12922323.0,100.0,10.69,356610.0,2.76,28.56,276227.0,2.14,13.66
10245,2118801385,20210914.0,2018.0,2.0,손익계산서,16056596.0,100.0,24.25,671412.0,4.18,88.28,579153.0,3.61,109.67
10252,2248101386,20220307.0,2020.0,2.0,손익계산서,606900.0,100.0,-53.95,-68970.0,-11.36,-132.62,-53271.0,-8.78,-124.71
10255,2248101386,20220307.0,2019.0,2.0,손익계산서,1317810.0,100.0,17.01,211449.0,16.05,244.23,215591.0,16.36,217.85
10258,3178101387,20220307.0,2020.0,2.0,손익계산서,616506.0,100.0,67.24,14786.0,2.4,129.86,17487.0,2.84,138.71
10261,4028101388,20220307.0,2020.0,2.0,손익계산서,995354.0,100.0,-29.43,-26633.0,-2.68,-142.26,18048.0,1.81,-82.27
10267,4188601389,20220307.0,2020.0,2.0,손익계산서,346640.0,100.0,30.9,11001.0,3.17,107.88,8155.0,2.35,169.94
10270,3368601390,20220307.0,2020.0,2.0,손익계산서,16652024.0,100.0,-33.02,600851.0,3.61,-19.86,516599.0,3.1,-11.3
10273,3368601390,20220307.0,2019.0,2.0,손익계산서,24860999.0,100.0,219.29,749755.0,3.02,33.64,582434.0,2.34,32.04
10276,2128101391,20220307.0,2020.0,2.0,손익계산서,5559905.0,100.0,-1.05,911926.0,16.4,-13.24,741940.0,13.34,-16.53
10283,1058701392,20220218.0,2020.0,2.0,손익계산서,9038632.0,100.0,-75.74,-380409.0,-4.21,-215.8,-1014413.0,-11.22,-372.28
10286,1058701392,20220218.0,2019.0,2.0,손익계산서,37251192.0,100.0,50.93,328513.0,0.88,-134.08,372567.0,1.0,-140.59
10289,1058701392,20220218.0,2018.0,2.0,손익계산서,24681236.0,100.0,-22.21,-963988.0,-3.91,970.15,-917936.0,-3.72,125.47
10292,1058701392,20220218.0,2017.0,2.0,손익계산서,31728112.0,100.0,76.24,-90080.0,-0.28,-97.32,-407115.0,-1.28,-87.8
10296,2048601394,20220308.0,2020.0,2.0,손익계산서,2404716.0,100.0,70.71,47267.0,1.97,26.22,42047.0,1.75,4.9
10299,2048601394,20220308.0,2019.0,2.0,손익계산서,1408682.0,100.0,104.99,37449.0,2.66,260.92,40082.0,2.85,130.69
10302,2208701395,20220227.0,2020.0,2.0,손익계산서,4617065.0,100.0,9.45,379068.0,8.21,48.93,386682.0,8.38,57.2
10305,2208701395,20220227.0,2019.0,2.0,손익계산서,4218351.0,100.0,9999.99,254521.0,6.03,9999.99,245986.0,5.83,9999.99
10308,2208701395,20220227.0,2018.0,2.0,손익계산서,3916523.0,100.0,9999.99,127152.0,3.25,9999.99,134948.0,3.45,9999.99
10311,2208701395,20220227.0,2017.0,2.0,손익계산서,4148264.0,100.0,9999.99,629388.0,15.17,9999.99,605990.0,14.61,9999.99
10314,3128101396,20220307.0,2020.0,2.0,손익계산서,728389.0,100.0,8.59,35599.0,4.89,-14.09,44567.0,6.12,4.82
10317,3128101396,20220307.0,2019.0,2.0,손익계산서,670774.0,100.0,-43.91,41438.0,6.18,-61.96,42518.0,6.34,-62.04
10320,3128101396,20220307.0,2018.0,2.0,손익계산서,1195783.0,100.0,-1.51,108919.0,9.11,-25.38,112012.0,9.37,-20.18
10324,5048101398,20220307.0,2020.0,2.0,손익계산서,4815118.0,100.0,13.98,847691.0,17.6,55.81,780549.0,16.21,43.97
10327,5048101398,20220307.0,2019.0,2.0,손익계산서,4224501.0,100.0,32.27,544054.0,12.88,85.61,542144.0,12.83,143.34
